Unnamed: 1,Türkiye,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,69302000,Unnamed: 10,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 16,70231000,Unnamed: 19,Unnamed: 21,Unnamed: 22
"    Tüm Kanser olgu bildirimlerinin 2002 yılında % 36,88 i, 2003 yılında % 41,68 i, bu 8 ile ait ikametgahlıdır. 8 İl ikametli bu hastaların 2002 yılında 181 ine ( % 0,99 ), 2003 yılında 182 sine (%0,88)  bu 8 il dışındaki hastanelerde teşhis konulmuştur. ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",8 İLİN İNSİDANS KARŞILAŞTIRMASI ( 1999- 2003 ),ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",1999,"İNSİDANS
 (100.000'de)",2000,ANKARA ( 2002-2003 ),2001,2003,2002,%,2003
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",ANKARA, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",63.65,"İNSİDANS
 (100.000'de)",87.85,ANKARA ( 2002-2003 ),86.6,2003,117.66,%,134.06
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",ANTALYA, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",123.09,"İNSİDANS
 (100.000'de)",83.27,ANKARA ( 2002-2003 ),126.01,2003,135.01,%,135.11
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",EDİRNE, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",56.16,"İNSİDANS
 (100.000'de)",38.75,ANKARA ( 2002-2003 ),98.86,2003,112.06,%,74.41
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",ERZURUM, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",65.43,"İNSİDANS
 (100.000'de)",40.11,ANKARA ( 2002-2003 ),58.14,2003,80.4,%,52.2
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",ESKİŞEHİR, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",35.98,"İNSİDANS
 (100.000'de)",67.14,ANKARA ( 2002-2003 ),37.82,2003,148.77,%,145.37
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",İZMİR, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",39.69,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),151.89,2003,193.03,%,210.76
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",SAMSUN, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",45.04,"İNSİDANS
 (100.000'de)",52.85,ANKARA ( 2002-2003 ),23.9,2003,131.34,%,160.91
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",TRABZON, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",35.98,"İNSİDANS
 (100.000'de)",28.71,ANKARA ( 2002-2003 ),54.15,2003,43.7,%,122.33
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",8 İL İNSİDANS ORT., KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",58.13,"İNSİDANS
 (100.000'de)",64.43,ANKARA ( 2002-2003 ),79.67,2003,131.18,%,148.48
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",TÜRKİYE, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",39.41,"İNSİDANS
 (100.000'de)",49.29,ANKARA ( 2002-2003 ),60.49,2003,71.49,%,70.32
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),OLGU SAYISI,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,OLGU SAYISI,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",KADIN, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2268,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,111.2,116.77,ANKARA ( 2002-2003 ),126.01,2678,İNSİDANS (100.000'de ),%,129.01
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",ERKEK, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2576,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,123.99,116.77,ANKARA ( 2002-2003 ),126.01,2932,İNSİDANS (100.000'de ),%,139.04
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",TOPLAM, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),4844,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,117.66,116.77,ANKARA ( 2002-2003 ),126.01,5610,İNSİDANS (100.000'de ),%,134.06
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,ANKARA DA İLK 10 KANSER TÜRÜ (2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",İLK 10 KANSER TÜRÜ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",AKCİĞER  , KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",705,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,17.12,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",MEME, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",662,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,16.08,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",MİDE, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",386,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,9.38,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",PROSTAT, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",198,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,9.53,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",OVER, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",175,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,8.58,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",KOLON, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",285,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,6.92,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",MESANE, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",256,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,6.22,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",KEMİK İLİGİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",216,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,5.25,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",BEYİN, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",192,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,4.66,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),2002,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",190,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,4.61,%,"İNSİDANS
 (100.000'de )"
"    Bu 8 il Türkiye nüfusunun % 20 sini temsil ederken; bu illerden gelen veriler tüm verilerin % 60 ını
oluşturmaktadır. Diğer kanser olguları 73 il Kanser Kayıt Merkezinden yapılan bildirimlerdir. ( % 40) ",DERİ, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2002),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),ANKARA DA İLK 10 KANSER TÜRÜ (2003),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2002),"% 19,71",OLGU SAYISI,"İNSİDANS
 (100.000'de)",116.77,ANKARA ( 2002-2003 ),126.01,2003,İNSİDANS (100.000'de ),%,"İNSİDANS
 (100.000'de )"
